WB_id,symbol,sequence,live_dead,type,logFC,logCPM,PValue,FDR
WBGene00019764,,M03F8.5,Live,protein_coding_gene,0.086135566,2.808576147,0.622407276,0.864261869
WBGene00021319,,Y34B4A.2,Live,protein_coding_gene,0.091292593,2.76049032,0.622559659,0.864261869
WBGene00007200,vamp-8,B0513.9,Live,protein_coding_gene,0.113927728,2.103769349,0.622886617,0.864352498
WBGene00011055,arrd-14,R06B9.4,Live,protein_coding_gene,-0.071567556,4.88678436,0.622845764,0.864352498
WBGene00000083,adt-2,F08C6.1,Live,protein_coding_gene,0.057648881,7.248769459,0.62315072,0.864364886
WBGene00001513,gad-1,T05H4.14,Live,protein_coding_gene,-0.046609478,5.562748985,0.623481999,0.864364886
WBGene00003408,mrp-2,F57C12.4,Live,protein_coding_gene,-0.167759977,6.887087256,0.623659706,0.864364886
WBGene00011635,mdmh-35,T09A5.7,Live,protein_coding_gene,-0.06949936,3.642788569,0.623636827,0.864364886
WBGene00015197,,B0454.6,Live,protein_coding_gene,0.063256463,4.295317011,0.623319015,0.864364886
WBGene00016029,elf-1,C24A1.2,Live,protein_coding_gene,-0.166671542,3.122431619,0.623236904,0.864364886
WBGene00017720,,F22F7.2,Live,protein_coding_gene,-0.096734003,2.161725731,0.623680124,0.864364886
WBGene00017758,,F23H11.2,Live,protein_coding_gene,-0.051966331,4.54995629,0.623379065,0.864364886
WBGene00018924,,F56A11.4,Live,protein_coding_gene,0.157461998,1.120811061,0.623674532,0.864364886
WBGene00022113,,Y71F9AL.8,Live,protein_coding_gene,-0.172880955,0.984791893,0.623295205,0.864364886
WBGene00022858,,ZK1193.2,Live,protein_coding_gene,-0.097884156,4.146338484,0.623148796,0.864364886
WBGene00045356,,T03E6.9,Live,protein_coding_gene,-0.189663381,0.402719391,0.62309785,0.864364886
WBGene00045386,nlp-76,C02B4.4,Live,protein_coding_gene,0.0793111,3.179934562,0.623445172,0.864364886
WBGene00010143,,F56A12.2,Live,protein_coding_gene,0.113458028,1.783930406,0.623744519,0.864370489
WBGene00000877,cyn-1,Y49A3A.5,Live,protein_coding_gene,0.049784096,6.989500869,0.624013988,0.864466182
WBGene00007932,zip-5,C34D1.5,Live,protein_coding_gene,-0.07674137,3.511292397,0.624018618,0.864466182
WBGene00009671,mfap-1,F43G9.10,Live,protein_coding_gene,-0.055979765,6.219775732,0.62405501,0.864466182
WBGene00020500,,T14B4.3,Live,protein_coding_gene,-0.059268073,4.620215073,0.623975737,0.864466182
WBGene00012479,,Y18D10A.9,Live,protein_coding_gene,-0.080179242,2.827888667,0.624264628,0.864505705
WBGene00018474,cnep-1,F45E12.1,Live,protein_coding_gene,-0.053561241,5.04922626,0.624247755,0.864505705
WBGene00043068,,F32E10.9,Live,protein_coding_gene,-0.138969797,1.089542328,0.624264487,0.864505705
WBGene00001512,gab-1,ZC482.1,Live,protein_coding_gene,0.079370742,2.851778461,0.624676688,0.864581458
WBGene00003914,pam-1,F49E8.3,Live,protein_coding_gene,-0.054854776,7.538260263,0.624560996,0.864581458
WBGene00012992,mrpl-20,Y48C3A.10,Live,protein_coding_gene,-0.083306398,3.169939742,0.624543424,0.864581458
WBGene00022506,,ZC21.6,Live,protein_coding_gene,0.169885408,0.097761373,0.624649822,0.864581458
WBGene00045289,fbxa-169,C31C9.8,Live,protein_coding_gene,-0.194762786,-0.101614921,0.624681534,0.864581458
WBGene00050943,,ZC412.10,Live,protein_coding_gene,-0.235512496,0.707541741,0.624472389,0.864581458
WBGene00006640,tsp-14,F39C12.3,Live,protein_coding_gene,-0.071307614,4.771200205,0.624910406,0.864814652
WBGene00019290,,K02A2.5,Live,protein_coding_gene,0.086671496,3.245290925,0.624972136,0.864816516
WBGene00004257,pxn-2,K09C8.5,Live,protein_coding_gene,0.08024284,3.929149506,0.625398893,0.865042792
WBGene00004316,rbf-1,F37A4.7,Live,protein_coding_gene,0.05001712,5.758360197,0.625575827,0.865042792
WBGene00006987,zmp-1,EGAP1.3,Live,protein_coding_gene,-0.120861189,1.640799138,0.625653461,0.865042792
WBGene00009512,bigr-1,F37H8.3,Live,protein_coding_gene,-0.073852009,3.837650772,0.625714923,0.865042792
WBGene00009917,glb-18,F52A8.4,Live,protein_coding_gene,0.061828427,3.914771073,0.625739654,0.865042792
WBGene00010233,rbm-17,F58B3.7,Live,protein_coding_gene,0.058266144,4.24126542,0.62551215,0.865042792
WBGene00015002,,B0034.1,Live,protein_coding_gene,0.090522334,3.293222106,0.625545326,0.865042792
WBGene00018955,,F56C11.3,Live,protein_coding_gene,0.11869849,2.094646107,0.625277181,0.865042792
WBGene00022883,,ZK1248.15,Live,protein_coding_gene,-0.072271849,3.177254701,0.62561162,0.865042792
WBGene00044509,,K07H8.12,Live,protein_coding_gene,-0.090260805,2.915211521,0.625340228,0.865042792
WBGene00003170,mec-6,W02D3.3,Live,protein_coding_gene,0.114346011,1.924059802,0.625906415,0.865063213
WBGene00007357,,C06A12.3,Live,protein_coding_gene,-0.082638868,2.63452716,0.625935629,0.865063213
WBGene00016917,,C54E4.1,Live,protein_coding_gene,-0.195395255,0.051673521,0.625931498,0.865063213
WBGene00000565,cnt-1,Y17G7B.15,Live,protein_coding_gene,-0.052842482,5.116076397,0.626170004,0.865303628
WBGene00000482,chd-3,T14G8.1,Live,protein_coding_gene,-0.045174244,7.657999014,0.626322416,0.865386204
WBGene00006693,twk-43,F32H5.7,Live,protein_coding_gene,0.070806103,4.10714271,0.626471454,0.865386204
WBGene00010557,mspn-1,K04D7.2,Live,protein_coding_gene,-0.0576191,4.673479117,0.626467111,0.865386204
WBGene00010592,,K06A4.2,Live,protein_coding_gene,-0.083281407,3.098435066,0.626356266,0.865386204
WBGene00012298,prmt-7,W06D4.4,Live,protein_coding_gene,-0.050934692,5.04823941,0.626646292,0.865544238
WBGene00015377,,C03B1.6,Live,protein_coding_gene,0.164961752,0.622333792,0.626948185,0.865877716
WBGene00018964,,F56D2.2,Live,protein_coding_gene,-0.09675883,2.420342056,0.627064502,0.865954855
WBGene00000411,cdl-1,R06F6.1,Live,protein_coding_gene,0.066861297,6.080961512,0.627234115,0.866105572
WBGene00003802,npp-16,Y56A3A.17,Live,protein_coding_gene,-0.05062403,5.503409275,0.627679955,0.866375082
WBGene00008442,,E01B7.2,Live,protein_coding_gene,0.089125466,2.953318837,0.627751886,0.866375082
WBGene00013549,,Y75B8A.13,Live,protein_coding_gene,0.049683129,5.976378471,0.627694033,0.866375082
WBGene00016786,cyp-35A4,C49G7.8,Live,protein_coding_gene,0.29725121,0.250109014,0.627792249,0.866375082
WBGene00019061,,F58F12.1,Live,protein_coding_gene,-0.054955155,8.980322235,0.627490116,0.866375082
WBGene00022171,,Y71H2AM.6,Live,protein_coding_gene,-0.079269574,2.934213203,0.627569649,0.866375082
WBGene00021758,,Y50D7A.10,Live,protein_coding_gene,-0.144134555,1.267078693,0.627921848,0.866470441
WBGene00021507,,Y41D4A.5,Live,protein_coding_gene,-0.048120977,6.131964144,0.628125815,0.866584907
WBGene00021783,alkb-1,Y51H7C.5,Live,protein_coding_gene,0.051969682,4.524825451,0.628084218,0.866584907
WBGene00003722,nhr-132,R11G11.1,Live,protein_coding_gene,-0.056265432,4.094410469,0.628397648,0.866759544
WBGene00007410,,C07B5.6,Live,protein_coding_gene,-0.206033571,-0.035393401,0.628433955,0.866759544
WBGene00018931,ugt-52,F56B3.7,Live,protein_coding_gene,-0.078736434,2.797678972,0.628424127,0.866759544
WBGene00008557,,F07H5.6,Live,protein_coding_gene,-0.159464374,0.600604821,0.628500809,0.866768279
WBGene00021347,rpb-10,Y37E3.3,Live,protein_coding_gene,0.058248949,3.927608181,0.62862419,0.866771508
WBGene00044662,,F26G1.9,Live,protein_coding_gene,-1.267130063,-0.271850174,0.628584265,0.866771508
WBGene00016126,nhr-258,C26B2.4,Live,protein_coding_gene,-0.098502141,2.50604643,0.628725114,0.866827213
WBGene00021055,,W06A11.4,Live,protein_coding_gene,0.11797733,1.39146665,0.628808408,0.866858602
WBGene00001746,gsk-3,Y18D10A.5,Live,protein_coding_gene,-0.056031536,6.976597106,0.629096316,0.867088581
WBGene00012272,dhc-4,W05B2.4,Live,protein_coding_gene,-0.070534442,3.061552797,0.629057295,0.867088581
WBGene00010556,rack-1,K04D7.1,Live,protein_coding_gene,0.056541491,11.58467161,0.629158328,0.867090605
WBGene00000145,apc-11,F35G12.9,Live,protein_coding_gene,-0.067163884,3.286011567,0.630210716,0.86720926
WBGene00000188,arl-3,F19H8.3,Live,protein_coding_gene,0.069165478,4.35630137,0.629764311,0.86720926
WBGene00000854,cux-7,C07H6.8,Live,protein_coding_gene,-0.05089538,5.383112711,0.630092007,0.86720926
WBGene00005228,srh-2,C05E4.14,Live,protein_coding_gene,-0.076434779,4.490178521,0.630097928,0.86720926
WBGene00006113,str-48,C34D4.8,Live,protein_coding_gene,0.226207667,-0.370372394,0.629628595,0.86720926
WBGene00006870,vab-3,F14F3.1,Live,protein_coding_gene,0.0453753,6.185753834,0.629949911,0.86720926
WBGene00007022,mdt-22,ZK970.3,Live,protein_coding_gene,-0.069185076,3.01865067,0.629826627,0.86720926
WBGene00008371,,D1054.3,Live,protein_coding_gene,-0.064676322,4.22825222,0.630213237,0.86720926
WBGene00009024,,F21G4.3,Live,protein_coding_gene,-1.265750264,0.153487627,0.630017438,0.86720926
WBGene00010926,,M153.3,Live,protein_coding_gene,-0.379715093,1.253132528,0.62947012,0.86720926
WBGene00010987,,R03C1.1,Live,protein_coding_gene,-0.358034404,1.44166375,0.629758994,0.86720926
WBGene00012794,,Y43E12A.2,Live,protein_coding_gene,0.062003682,5.964514072,0.629347665,0.86720926
WBGene00015268,,BE0003N10.3,Live,protein_coding_gene,0.200992959,1.9297583,0.629642982,0.86720926
WBGene00018681,denn-4,F52C12.4,Live,protein_coding_gene,0.045806708,5.620209649,0.62986984,0.86720926
WBGene00018701,pccb-1,F52E4.1,Live,protein_coding_gene,0.04182803,9.216543842,0.629563446,0.86720926
WBGene00019729,,M02D8.3,Live,protein_coding_gene,0.0621257,4.138849434,0.630014772,0.86720926
WBGene00000601,col-12,F15H10.1,Live,protein_coding_gene,0.233133721,3.507268158,0.630290447,0.867232182
WBGene00004951,spc-1,K10B3.10,Live,protein_coding_gene,-0.052542044,9.931341746,0.630571752,0.867296608
WBGene00007549,spin-1,C13C4.5,Live,protein_coding_gene,-0.053660597,4.600358707,0.630605091,0.867296608
WBGene00007732,spe-44,C25G4.4,Live,protein_coding_gene,0.201295389,0.658266421,0.630619763,0.867296608
WBGene00013434,,Y66D12A.8,Live,protein_coding_gene,-0.068944494,3.966132591,0.630640055,0.867296608
WBGene00016458,,C35E7.6,Live,protein_coding_gene,0.137469591,5.012938258,0.630627369,0.867296608
WBGene00020294,,T06F4.1,Live,protein_coding_gene,-0.045817184,5.222303878,0.630791813,0.867422021
WBGene00001771,gst-23,T28A11.11,Live,protein_coding_gene,-0.148754325,1.613480874,0.630901923,0.867490144
WBGene00010260,ddx-17,F58E10.3,Live,protein_coding_gene,0.044269923,10.61140526,0.631095587,0.86767313
WBGene00003806,npp-20,Y77E11A.13,Live,protein_coding_gene,0.058490764,4.657917935,0.63132177,0.867900786
WBGene00006583,tnc-2,ZK673.7,Live,protein_coding_gene,0.065935675,6.360807668,0.631507843,0.868073263
WBGene00001102,dsh-2,C27A2.6,Live,protein_coding_gene,0.084051871,4.110912945,0.631688891,0.8682388
WBGene00006467,magu-2,C01B7.4,Live,protein_coding_gene,-0.047298046,5.989457372,0.63196177,0.868530513
WBGene00003661,nhr-71,K11E4.5,Live,protein_coding_gene,-0.050962938,5.717380849,0.632452795,0.868978945
WBGene00008082,com-1,C44B9.5,Live,protein_coding_gene,0.088320745,2.340755214,0.63248419,0.868978945
WBGene00014083,,ZK795.3,Live,protein_coding_gene,-0.055510319,4.440406367,0.632355663,0.868978945
WBGene00014132,,ZK896.1,Live,protein_coding_gene,-0.155782855,0.326625625,0.632530757,0.868978945
WBGene00010144,,F56C4.1,Live,protein_coding_gene,0.103040632,1.642273532,0.632609261,0.869003438
WBGene00003738,nid-1,F54F3.1,Live,protein_coding_gene,-0.061881721,6.534409815,0.632689465,0.86903026
WBGene00020193,,T03F1.12,Live,protein_coding_gene,-0.095911011,2.43979254,0.632808087,0.869109841
WBGene00003236,mif-3,F13G3.9,Live,protein_coding_gene,0.069583594,3.470897582,0.633090306,0.869330715
WBGene00012961,,Y47H10A.5,Live,protein_coding_gene,0.19200743,4.08851963,0.633051852,0.869330715
WBGene00003221,mes-3,F54C1.3,Live,protein_coding_gene,0.047030147,6.118384009,0.633341066,0.869577417
WBGene00007330,,C05C10.3,Live,protein_coding_gene,0.05131336,7.621671366,0.633391399,0.869577417
WBGene00010624,mrps-15,K07A12.7,Live,protein_coding_gene,-0.050328635,4.499612967,0.633539698,0.869697647
WBGene00004949,sox-2,K08A8.2,Live,protein_coding_gene,-0.056840541,6.207434728,0.633789239,0.869956823
WBGene00021828,,Y54E10A.6,Live,protein_coding_gene,0.097699032,3.65356471,0.633939498,0.870079684
WBGene00006411,octr-1,F14D12.6,Live,protein_coding_gene,0.117342403,1.800685309,0.634093647,0.870101789
WBGene00010712,,K09B11.5,Live,protein_coding_gene,-0.109785606,2.007934617,0.63410341,0.870101789
WBGene00013486,egas-1,Y69H2.11,Live,protein_coding_gene,0.084642901,2.095305575,0.634137863,0.870101789
WBGene00013679,,Y105E8A.21,Live,protein_coding_gene,0.049345315,4.823449749,0.634243914,0.870163937
WBGene00001511,fzy-1,ZK177.6,Live,protein_coding_gene,0.091222877,4.270439807,0.634868024,0.870203448
WBGene00001949,hlh-2,M05B5.5,Live,protein_coding_gene,-0.058149112,4.437578938,0.635360542,0.870203448
WBGene00002696,let-504,E01A2.4,Live,protein_coding_gene,-0.077625411,5.554040008,0.635188186,0.870203448
WBGene00006570,tig-2,F39G3.8,Live,protein_coding_gene,0.057330892,4.209004625,0.634605627,0.870203448
WBGene00006975,zfp-1,F54F2.2,Live,protein_coding_gene,-0.040171856,8.565448323,0.634378133,0.870203448
WBGene00007141,pitr-4,B0331.2,Live,protein_coding_gene,-0.428565352,0.33972027,0.635077439,0.870203448
WBGene00011340,ugt-30,T01G5.2,Live,protein_coding_gene,0.09629518,2.088316269,0.635178759,0.870203448
WBGene00012461,glb-29,Y17G7B.6,Live,protein_coding_gene,0.11586388,1.182415963,0.634757915,0.870203448
WBGene00014200,scrm-2,ZK1053.5,Live,protein_coding_gene,-0.136330448,1.061312898,0.635427151,0.870203448
WBGene00015115,,B0286.1,Live,protein_coding_gene,0.097916537,2.10333716,0.634826761,0.870203448
WBGene00015457,,C04G6.7,Live,protein_coding_gene,-0.386145707,1.480375911,0.634565379,0.870203448
WBGene00015623,,C09B8.4,Live,protein_coding_gene,-0.372218869,2.614583936,0.635375185,0.870203448
WBGene00017493,irld-30,F15E11.4,Live,protein_coding_gene,-0.227098321,-0.232952306,0.634983938,0.870203448
WBGene00017503,nhr-177,F16B4.1,Live,protein_coding_gene,-0.078025637,2.932082758,0.635390304,0.870203448
WBGene00019863,,R04A9.3,Live,protein_coding_gene,0.053096823,4.435284921,0.634846603,0.870203448
WBGene00019961,,R08E5.1,Live,protein_coding_gene,0.192279658,0.575843494,0.635413202,0.870203448
WBGene00021904,gtf-2H5,Y55B1AL.2,Live,protein_coding_gene,-0.079913781,2.769019302,0.635253347,0.870203448
WBGene00022161,,Y71G12B.26,Live,protein_coding_gene,0.098140787,2.172576033,0.634708036,0.870203448
WBGene00045395,,F09F9.5,Live,protein_coding_gene,0.167345908,0.25324444,0.634483224,0.870203448
WBGene00002266,lec-3,ZK892.1,Live,protein_coding_gene,-0.045021378,6.85610756,0.635765605,0.870334065
WBGene00004754,sec-23,Y113G7A.3,Live,protein_coding_gene,0.054039811,5.753186804,0.635614512,0.870334065
WBGene00015158,,B0361.4,Live,protein_coding_gene,-0.082299723,2.708735742,0.635664123,0.870334065
WBGene00021227,mct-1,Y19D10A.12,Live,protein_coding_gene,-0.094321642,3.08100422,0.635763423,0.870334065
WBGene00000591,coh-1,K08A8.3,Live,protein_coding_gene,-0.043771423,5.660806672,0.636075809,0.870377053
WBGene00009010,,F21D5.5,Live,protein_coding_gene,0.05380468,5.112093531,0.63610556,0.870377053
WBGene00012908,,Y46G5A.18,Live,protein_coding_gene,-0.090612232,4.094456474,0.636161199,0.870377053
WBGene00013985,sec-16,ZK512.5,Live,protein_coding_gene,-0.040926063,6.928853632,0.636161639,0.870377053
WBGene00016799,,C50C3.1,Live,protein_coding_gene,-0.145005399,1.243637255,0.636138496,0.870377053
WBGene00019535,tsen-34,K08D10.12,Live,protein_coding_gene,0.112093821,1.877714444,0.636012943,0.870377053
WBGene00010355,clec-229,H02K04.1,Live,protein_coding_gene,-1.278060085,-0.742121154,0.636410949,0.87063498
WBGene00004013,pha-4,F38A6.1,Live,protein_coding_gene,-0.04819434,6.556737855,0.636576514,0.870683847
WBGene00004203,swsn-1,Y113G7B.23,Live,protein_coding_gene,-0.073980126,5.512929884,0.636689843,0.870683847
WBGene00004400,rom-1,F26F4.3,Live,protein_coding_gene,-0.086468868,3.21437538,0.636661056,0.870683847
WBGene00015806,smrc-1,C16A3.1,Live,protein_coding_gene,0.057759798,4.587107787,0.636563746,0.870683847
WBGene00006822,unc-93,C46F11.1,Live,protein_coding_gene,0.070149459,3.287730049,0.63685441,0.870787159
WBGene00010616,,K07A1.10,Live,protein_coding_gene,-0.0667771,4.666588332,0.636886991,0.870787159
WBGene00018954,,F56C9.11,Live,protein_coding_gene,-0.102577397,2.229037289,0.637114348,0.871014862
WBGene00005486,srh-281,F11A5.1,Live,protein_coding_gene,-0.224653506,0.465300915,0.637207598,0.871059198
WBGene00010327,,F59C6.8,Live,protein_coding_gene,-0.095179737,2.981228284,0.637393822,0.871147469
WBGene00016817,,C50E3.6,Live,protein_coding_gene,0.076345474,3.918947045,0.637367225,0.871147469
WBGene00044094,fitm-2,ZK265.9,Live,protein_coding_gene,-0.052470806,4.56727789,0.637499832,0.871209217
WBGene00023421,rde-11,B0564.11,Live,protein_coding_gene,-0.05552189,4.000303754,0.637833667,0.87158227
WBGene00005586,sri-74,F33H12.4,Live,protein_coding_gene,-0.253265066,0.319198139,0.637977456,0.871695585
WBGene00002169,isw-1,F37A4.8,Live,protein_coding_gene,-0.043490589,6.547917077,0.638045893,0.871705932
WBGene00001953,hlh-8,C02B8.4,Live,protein_coding_gene,0.168938922,-0.065429394,0.638143593,0.871713519
WBGene00004442,rpl-28,R11D1.8,Live,protein_coding_gene,0.049781471,9.738366053,0.638234042,0.871713519
WBGene00013459,,Y67A10A.10,Live,protein_coding_gene,0.070183088,3.035849524,0.63822996,0.871713519
WBGene00000678,col-104,F58F6.1,Live,protein_coding_gene,-0.233035733,4.407431721,0.63852202,0.87188823
WBGene00019467,,K07B1.7,Live,protein_coding_gene,-0.057718485,4.389984939,0.638544592,0.87188823
WBGene00022146,,Y71G12B.6,Live,protein_coding_gene,0.095056825,4.281891613,0.638539769,0.87188823
WBGene00010541,ttr-1,K03H1.6,Live,protein_coding_gene,0.133335636,1.531606882,0.638715008,0.872037782
WBGene00020688,cest-6,T22D1.11,Live,protein_coding_gene,-0.200050096,0.079549344,0.638794075,0.8720626
WBGene00004404,rom-5,Y54E10A.14,Live,protein_coding_gene,0.115937083,1.781951135,0.638918636,0.872066397
WBGene00010912,gmps-1,M106.4,Live,protein_coding_gene,0.042365857,7.03851796,0.638909188,0.872066397
WBGene00008945,,F19B2.6,Live,protein_coding_gene,0.086772691,2.808557157,0.639136679,0.872280877
WBGene00010479,,K01G5.8,Live,protein_coding_gene,0.05409098,4.54588757,0.639445487,0.872452916
WBGene00015963,,C18B10.6,Live,protein_coding_gene,0.124813246,1.550576506,0.639332552,0.872452916
WBGene00018714,,F52H2.1,Live,protein_coding_gene,0.05838879,4.354941456,0.639437069,0.872452916
WBGene00006771,tln-1,Y71G12B.11,Live,protein_coding_gene,0.061028465,8.978887137,0.639571893,0.872523855
WBGene00021976,,Y58A7A.2,Live,protein_coding_gene,0.240205637,0.811223955,0.639619324,0.872523855
WBGene00017606,ets-6,F19F10.10,Live,protein_coding_gene,-0.046066232,4.872382027,0.639778961,0.872658502
WBGene00006807,unc-75,C17D12.2,Live,protein_coding_gene,0.086994461,3.751754757,0.639992326,0.872866403
WBGene00017314,lgc-39,F09G2.5,Live,protein_coding_gene,-0.051770131,5.000292549,0.640073675,0.872894227
WBGene00009494,hrg-5,F36H1.9,Live,protein_coding_gene,0.167736878,-0.054504556,0.640250419,0.873052128
WBGene00000979,dhs-16,C10F3.2,Live,protein_coding_gene,0.174499737,2.18137868,0.640616108,0.873286358
WBGene00001833,hcp-6,Y110A7A.1,Live,protein_coding_gene,-0.073819775,5.488230805,0.640666092,0.873286358
WBGene00016990,vps-37,CD4.4,Live,protein_coding_gene,-0.065680247,4.805500279,0.640664301,0.873286358
WBGene00023497,lin-15B,ZK662.4,Live,protein_coding_gene,-0.044209758,6.390749929,0.640520548,0.873286358
WBGene00018470,,F45E4.5,Live,protein_coding_gene,-0.164263347,1.740184732,0.641000144,0.87354254
WBGene00021387,,Y37F4.6,Live,protein_coding_gene,0.056306481,3.758330337,0.640920841,0.87354254
WBGene00044032,ceh-99,T21B4.17,Live,protein_coding_gene,-0.324026132,-0.308923473,0.641037013,0.87354254
WBGene00004760,sel-2,F10F2.1,Live,protein_coding_gene,-0.041602535,8.222227211,0.641280301,0.873707808
WBGene00015746,,C13F10.7,Live,protein_coding_gene,0.051182437,4.580805367,0.641263606,0.873707808
WBGene00021552,zip-4,Y44E3B.1,Live,protein_coding_gene,-0.047918737,4.828669656,0.641422684,0.87381867
WBGene00018906,egas-4,F55G1.13,Live,protein_coding_gene,-0.090601661,2.327748661,0.641794755,0.874242389
WBGene00001638,gly-13,B0416.6,Live,protein_coding_gene,0.062694459,4.328594488,0.642127273,0.874279571
WBGene00007423,,C08B6.2,Live,protein_coding_gene,-0.15901445,1.230238122,0.642032037,0.874279571
WBGene00013406,,Y63D3A.7,Live,protein_coding_gene,0.058869123,4.647406294,0.641961173,0.874279571
WBGene00015641,,C09E7.7,Live,protein_coding_gene,0.041418981,5.387317152,0.642074865,0.874279571
WBGene00021294,,Y25C1A.7,Live,protein_coding_gene,0.057400645,3.762566316,0.641980607,0.874279571
