WB_id,symbol,sequence,live_dead,type,logFC,logCPM,PValue,FDR
WBGene00003570,ncx-5,Y32F6B.2,Live,protein_coding_gene,0.483279519,2.703970147,0.019775861,0.114853968
WBGene00004402,rom-3,Y116A8C.14,Live,protein_coding_gene,0.551248051,1.583481668,0.019768437,0.114853968
WBGene00000893,cyn-17,ZC250.1,Live,protein_coding_gene,-1.488699246,5.007220881,0.019816735,0.115010928
WBGene00019829,,R02E12.5,Live,protein_coding_gene,0.298413975,4.529473409,0.019818948,0.115010928
WBGene00015968,,C18C4.7,Live,protein_coding_gene,-0.258880422,6.426041787,0.019833848,0.115050778
WBGene00022188,,Y71H2AR.1,Live,protein_coding_gene,0.348316428,3.620975319,0.019899737,0.11538625
WBGene00044200,,H37A05.4,Live,protein_coding_gene,0.566460638,2.229465934,0.019930354,0.115496146
WBGene00271744,,K09F6.15,Live,protein_coding_gene,0.375713848,3.26956517,0.019934819,0.115496146
WBGene00007175,,B0395.3,Live,protein_coding_gene,0.221729977,6.027396517,0.019984998,0.115740049
WBGene00044389,,C27D6.12,Live,protein_coding_gene,0.300584931,4.802617494,0.020001988,0.115791621
WBGene00019365,rei-2,K03E6.7,Live,protein_coding_gene,0.236076887,5.43088916,0.020021912,0.115860128
WBGene00010057,,F54D5.15,Live,protein_coding_gene,-0.461391775,4.734250239,0.020056259,0.116012009
WBGene00001794,gta-1,K04D7.3,Live,protein_coding_gene,-0.192238995,8.443068829,0.02014814,0.116496431
WBGene00019547,,K09C4.1,Live,protein_coding_gene,0.7221205,0.972323325,0.020182692,0.11664912
WBGene00000969,dhs-5,F56D1.5,Live,protein_coding_gene,-0.466177454,4.176965986,0.020219105,0.116812431
WBGene00018997,,F57B9.3,Live,protein_coding_gene,-0.69380669,2.45665464,0.020242545,0.116900698
WBGene00020704,,T22F7.5,Live,protein_coding_gene,-0.823176472,3.343896632,0.020268267,0.117002062
WBGene00219289,,T05C12.15,Live,protein_coding_gene,-0.770058255,0.386697691,0.020285917,0.117056769
WBGene00009888,,F49E2.5,Live,protein_coding_gene,-0.281526871,9.431128366,0.020294865,0.117061237
WBGene00044780,,F18E9.8,Live,protein_coding_gene,-0.572216875,1.637461454,0.020304938,0.117072193
WBGene00003938,pax-2,K06B9.5,Live,protein_coding_gene,0.606553482,0.897073564,0.020327603,0.117155707
WBGene00004077,pop-1,W10C8.2,Live,protein_coding_gene,0.415932287,4.933773845,0.02034496,0.117161448
WBGene00004194,prx-5,C34C6.6,Live,protein_coding_gene,-0.272674491,4.679232615,0.020343424,0.117161448
WBGene00009211,wdr-46,F28D1.1,Live,protein_coding_gene,0.241028746,5.656273368,0.020382521,0.117330571
WBGene00001627,gly-2,C55B7.2,Live,protein_coding_gene,-0.279359047,4.02656558,0.020426643,0.117537318
WBGene00119203,,T04A8.18,Live,protein_coding_gene,0.310462009,3.5981044,0.020457721,0.117668867
WBGene00020824,,T26A8.1,Live,protein_coding_gene,-0.227425344,5.915213992,0.020502181,0.117877251
WBGene00016686,cyp-33C1,C45H4.2,Live,protein_coding_gene,-1.014868457,1.357047202,0.020530242,0.117991221
WBGene00008592,,F08H9.4,Live,protein_coding_gene,-0.964377283,1.636673884,0.020548052,0.118046208
WBGene00018532,,F47B7.1,Live,protein_coding_gene,-0.256245645,6.942003605,0.020594929,0.11826807
WBGene00005110,srd-32,T19H12.5,Live,protein_coding_gene,-0.435561357,2.520537423,0.020626285,0.118400664
WBGene00003837,oat-1,T01B11.7,Live,protein_coding_gene,0.46130524,3.028871019,0.020638973,0.118426028
WBGene00013327,,Y57G11C.38,Live,protein_coding_gene,0.503031716,1.776380973,0.020669587,0.118506733
WBGene00022406,srsx-7,Y97E10B.4,Live,protein_coding_gene,-0.75736555,0.553196036,0.02066355,0.118506733
WBGene00014148,,ZK909.3,Live,protein_coding_gene,-0.345777862,4.43818169,0.020687788,0.118563625
WBGene00013884,,ZC412.3,Live,protein_coding_gene,-0.283706236,6.532480157,0.020755101,0.118901824
WBGene00017422,,F13C5.1,Live,protein_coding_gene,0.286690044,3.589620402,0.020827745,0.119270278
WBGene00003879,ora-1,F57H12.3,Live,protein_coding_gene,1.193385292,4.38564331,0.020838051,0.119281603
WBGene00000186,ark-1,C01C7.1,Live,protein_coding_gene,0.199511516,6.121767534,0.020947886,0.119840658
WBGene00009429,irg-5,F35E12.5,Live,protein_coding_gene,1.305657713,1.702182372,0.020960501,0.119840658
WBGene00017949,,F31D5.6,Live,protein_coding_gene,-0.879380948,-0.056439528,0.020960819,0.119840658
WBGene00022200,fard-1,Y71H10A.2,Live,protein_coding_gene,-0.315691422,6.828121727,0.020969966,0.119845114
WBGene00009850,,F48F7.5,Live,protein_coding_gene,0.258754038,5.171756209,0.020982888,0.11987113
WBGene00008780,hxk-1,F14B4.2,Live,protein_coding_gene,0.292987912,7.118184727,0.02107832,0.120313876
WBGene00011805,,T16G12.4,Live,protein_coding_gene,-0.758974227,1.109854064,0.021072461,0.120313876
WBGene00016408,prmt-5,C34E10.5,Live,protein_coding_gene,0.218808149,5.867226995,0.021085591,0.120313876
WBGene00007647,,C17E4.10,Live,protein_coding_gene,0.203168109,5.718528225,0.021119124,0.120457224
WBGene00022517,,ZC123.1,Live,protein_coding_gene,-0.662300236,6.148800791,0.021139774,0.120527007
WBGene00012775,srt-50,Y41E3.17,Live,protein_coding_gene,0.87744199,-0.349540986,0.021180606,0.120711756
WBGene00010979,,R02D5.6,Live,protein_coding_gene,0.435965464,2.276944128,0.021222231,0.120900873
WBGene00008720,,F12F6.1,Live,protein_coding_gene,0.221098706,6.538178032,0.021236307,0.12093296
WBGene00004789,sgk-1,W10G6.2,Live,protein_coding_gene,0.295432534,4.264438319,0.021246486,0.120942837
WBGene00017040,,D1079.1,Live,protein_coding_gene,0.338423722,3.29794332,0.021422319,0.121895295
WBGene00018255,,F40H6.5,Live,protein_coding_gene,0.530407334,1.395534906,0.021468866,0.122111635
WBGene00012467,arrd-8,Y17G7B.14,Live,protein_coding_gene,-1.190396235,-0.308721551,0.021569581,0.122635783
WBGene00019746,,M03A1.3,Live,protein_coding_gene,0.462742228,2.495376197,0.021581114,0.122652666
WBGene00020605,lgc-50,T20B12.9,Live,protein_coding_gene,0.276509582,5.25925319,0.021656904,0.123034584
WBGene00015382,,C03B1.14,Live,protein_coding_gene,0.439044298,2.020150924,0.021672384,0.123073704
WBGene00021706,srbc-39,Y49C4A.1,Live,protein_coding_gene,-0.913893708,-0.116011578,0.021761757,0.123532255
WBGene00019900,vdac-1,R05G6.7,Live,protein_coding_gene,0.216468035,9.301874799,0.021861136,0.124047224
WBGene00020854,,T27C4.1,Live,protein_coding_gene,0.23269729,8.363895859,0.021941314,0.124452873
WBGene00012904,tiar-2,Y46G5A.13,Live,protein_coding_gene,-0.340460465,3.875264751,0.022006771,0.124774733
WBGene00007166,fbxa-152,B0391.11,Live,protein_coding_gene,0.366327872,4.27674318,0.022120516,0.125320421
WBGene00016103,dpyd-1,C25F6.3,Live,protein_coding_gene,0.230232433,7.691516117,0.02211376,0.125320421
WBGene00010137,ztf-26,F55H12.6,Live,protein_coding_gene,0.336660551,2.779792471,0.022135967,0.125354995
WBGene00235325,,C08D8.7,Live,protein_coding_gene,-0.439235925,2.584720007,0.022144124,0.125354995
WBGene00015400,cyp-35A2,C03G6.15,Live,protein_coding_gene,-0.458638306,5.131847235,0.022178957,0.125502576
WBGene00020857,srt-62,T27C10.2,Live,protein_coding_gene,-0.744107289,0.292142116,0.022190998,0.125521119
WBGene00008165,,C47G2.4,Live,protein_coding_gene,-0.208513216,5.086294339,0.022270927,0.125923497
WBGene00000209,asg-1,K07A12.3,Live,protein_coding_gene,0.223192678,5.980487071,0.022304635,0.126030818
WBGene00020633,aakg-2,T20F7.6,Live,protein_coding_gene,0.277122503,4.93266031,0.022307508,0.126030818
WBGene00004199,prx-14,R07H5.1,Live,protein_coding_gene,-0.239090867,4.413930019,0.02232872,0.126051214
WBGene00005096,srd-18,F53F1.10,Live,protein_coding_gene,-0.789677765,0.053286466,0.022323918,0.126051214
WBGene00007999,tag-297,C38C6.6,Live,protein_coding_gene,-1.773026781,6.022171977,0.022355333,0.126151725
WBGene00004454,rpl-36.A,C09H10.2,Live,protein_coding_gene,0.252466258,9.802955111,0.022378679,0.126233731
WBGene00003731,nhx-3,C54F6.13,Live,protein_coding_gene,-0.399481609,4.029319371,0.022398129,0.126293701
WBGene00006414,raga-1,T24F1.1,Live,protein_coding_gene,-0.193406789,6.037910063,0.022410839,0.126315638
WBGene00045497,,K03A11.6,Live,protein_coding_gene,-0.67907286,1.956048067,0.02242173,0.126327309
WBGene00016657,,C44E12.1,Live,protein_coding_gene,-0.464942157,3.411862687,0.022438458,0.126371844
WBGene00003689,nhr-99,M02H5.1,Live,protein_coding_gene,0.322458956,3.225930446,0.02248939,0.126608898
WBGene00021736,wrb-1,Y50D4A.2,Live,protein_coding_gene,-0.231770829,4.474823459,0.022531737,0.126797459
WBGene00008210,,C49F5.6,Live,protein_coding_gene,-0.606161928,2.229696412,0.022552782,0.126816232
WBGene00020047,ttr-32,R13A5.3,Live,protein_coding_gene,-0.447197644,1.951697414,0.022552779,0.126816232
WBGene00007709,clec-87,C25A1.8,Live,protein_coding_gene,-0.83996578,3.461707749,0.022606787,0.127070018
WBGene00008532,dpt-1,F02E9.9,Live,protein_coding_gene,0.206743281,6.254524905,0.022628993,0.127138633
WBGene00017154,ugt-57,F01E11.1,Live,protein_coding_gene,0.731495158,3.805048058,0.022636749,0.127138633
WBGene00011484,,T05E11.8,Live,protein_coding_gene,-0.42222926,2.410802771,0.022674893,0.127302945
WBGene00020379,,T09B4.5,Live,protein_coding_gene,0.324095294,5.971792949,0.022704109,0.127397739
WBGene00020638,fbxa-43,T20H9.2,Live,protein_coding_gene,-0.781786762,-0.119170085,0.022709568,0.127397739
WBGene00011846,chil-25,T19H5.1,Live,protein_coding_gene,-0.780488451,0.861221999,0.022796475,0.127835203
WBGene00020106,,R151.1,Live,protein_coding_gene,-0.309786574,4.843721433,0.022857161,0.128106568
WBGene00021260,,Y22D7AR.6,Live,protein_coding_gene,-0.324474855,3.668253215,0.022862756,0.128106568
WBGene00011615,lsd-1,T08D10.2,Live,protein_coding_gene,-0.359955495,3.287283124,0.022930423,0.128435479
WBGene00016796,cec-2,C50A2.2,Live,protein_coding_gene,0.279828745,4.560023435,0.022948904,0.128488744
WBGene00008646,,F10C2.5,Live,protein_coding_gene,-0.256426731,4.672980413,0.022981671,0.128621921
WBGene00019284,,K01A2.10,Live,protein_coding_gene,0.247340885,4.965279974,0.023009586,0.12872785
WBGene00013846,,ZC84.1,Live,protein_coding_gene,-1.108354831,4.972182577,0.0230195,0.128733026
WBGene00000043,acr-3,K11G12.7,Live,protein_coding_gene,0.524041648,1.292789775,0.023050639,0.128856849
WBGene00019127,cgt-3,F59G1.1,Live,protein_coding_gene,-0.268333569,6.881316054,0.023060859,0.128863685
WBGene00007480,glna-1,C09F9.3,Live,protein_coding_gene,0.364066632,4.278674305,0.023115837,0.129070181
WBGene00010614,cri-1,K07A1.7,Live,protein_coding_gene,-0.367878027,3.900470884,0.023107811,0.129070181
WBGene00001478,fmo-3,Y39A1A.19,Live,protein_coding_gene,-0.345658118,3.630940546,0.023159203,0.129261929
WBGene00021721,,Y49F6B.9,Live,protein_coding_gene,0.49370714,1.05372688,0.023188675,0.129376007
WBGene00017775,,F25B5.3,Live,protein_coding_gene,0.224142124,7.840113141,0.023202765,0.129404205
WBGene00015803,,C15H9.9,Live,protein_coding_gene,0.24449273,6.223689013,0.02321838,0.129440889
WBGene00016097,,C25E10.8,Live,protein_coding_gene,-0.475457691,3.114194123,0.023230553,0.12945836
WBGene00021948,kvs-5,Y55F3C.3,Live,protein_coding_gene,0.252131509,5.267317313,0.023265307,0.129601606
WBGene00016207,,C29E4.10,Live,protein_coding_gene,-0.571437653,1.658030228,0.023336639,0.129897921
WBGene00017759,sucl-2,F23H11.3,Live,protein_coding_gene,-0.21455212,5.647598992,0.023332584,0.129897921
WBGene00007921,,C34C12.2,Live,protein_coding_gene,-0.232266915,4.803766429,0.023374113,0.13005596
WBGene00010115,aakb-1,F55F3.1,Live,protein_coding_gene,-0.226865687,5.494029317,0.023386084,0.130072036
WBGene00000253,bli-3,F56C11.1,Live,protein_coding_gene,0.240965831,6.083200762,0.023442908,0.130286894
WBGene00020169,mmaa-1,T02G5.13,Live,protein_coding_gene,-0.247376658,6.761063693,0.023436867,0.130286894
WBGene00008050,chst-1,C41C4.1,Live,protein_coding_gene,-0.425776227,1.886256782,0.023514613,0.130608464
WBGene00018565,,F47E1.1,Live,protein_coding_gene,0.69285446,1.421104638,0.023519008,0.130608464
WBGene00015921,,C17H11.1,Live,protein_coding_gene,0.454788067,2.761204389,0.023563548,0.130805088
WBGene00021880,,Y54G2A.15,Live,protein_coding_gene,0.622278406,0.778249837,0.023645257,0.131207817
WBGene00015622,,C09B8.3,Live,protein_coding_gene,-1.223611028,1.541082219,0.023715537,0.13154683
WBGene00007724,,C25F9.4,Live,protein_coding_gene,0.369514103,4.032764703,0.023733297,0.131594379
WBGene00016315,,C32D5.7,Live,protein_coding_gene,-0.237974368,4.276260051,0.023744029,0.131602935
WBGene00003756,nlp-18,F33A8.2,Live,protein_coding_gene,0.27257827,6.053952792,0.023765164,0.131669121
WBGene00009964,fip-6,F53B6.9,Live,protein_coding_gene,-1.569860421,1.744869477,0.023908612,0.132412659
WBGene00007414,,C07E3.3,Live,protein_coding_gene,-0.409975797,4.868001611,0.023919996,0.132424501
WBGene00017292,,F09E5.16,Live,protein_coding_gene,0.317825237,4.895737865,0.023975879,0.132682588
WBGene00017063,mctp-1,D2092.1,Live,protein_coding_gene,0.24011203,4.194180726,0.024000313,0.132766508
WBGene00018465,,F45E1.4,Live,protein_coding_gene,0.409193008,4.979243643,0.024026425,0.132859634
WBGene00003862,old-1,C08H9.5,Live,protein_coding_gene,0.350370756,3.433977735,0.024061828,0.132958519
WBGene00019763,galt-1,M03F8.4,Live,protein_coding_gene,0.709705061,0.429001257,0.024062874,0.132958519
WBGene00012279,,W05B10.4,Live,protein_coding_gene,0.417926491,3.993429143,0.02411803,0.133180437
WBGene00017333,ugt-38,F10D2.7,Live,protein_coding_gene,-0.968792342,0.451313753,0.024121635,0.133180437
WBGene00018612,disl-2,F48E8.6,Live,protein_coding_gene,-0.289387467,5.051921414,0.024171727,0.133405579
WBGene00002274,lec-11,F38A5.3,Live,protein_coding_gene,0.444618758,2.698816372,0.024246359,0.133460178
WBGene00003369,mlc-1,C36E6.3,Live,protein_coding_gene,-0.209121088,10.37887455,0.02421026,0.133460178
WBGene00003925,pas-4,C36B1.4,Live,protein_coding_gene,-0.214548452,6.074755059,0.024213804,0.133460178
WBGene00009844,cwp-5,F48C11.2,Live,protein_coding_gene,-0.380345891,2.91404763,0.02424685,0.133460178
WBGene00012030,,T25G3.3,Live,protein_coding_gene,0.200376449,7.046076429,0.024225935,0.133460178
WBGene00016539,madd-2,C39F7.2,Live,protein_coding_gene,0.23660637,5.021728792,0.024199606,0.133460178
WBGene00019556,,K09C6.2,Live,protein_coding_gene,1.078650301,-0.143625961,0.024231371,0.133460178
WBGene00016210,,C29F5.1,Live,protein_coding_gene,-0.465861924,4.305526948,0.024271212,0.133542951
WBGene00003641,nhr-51,K06B4.1,Live,protein_coding_gene,-0.521477736,1.138038759,0.024339277,0.133814636
WBGene00012555,npp-25,Y37D8A.17,Live,protein_coding_gene,-0.283194557,4.880038441,0.024331857,0.133814636
WBGene00021262,fbxa-74,Y22D7AR.9,Live,protein_coding_gene,0.415007734,3.596977574,0.02435816,0.133867061
WBGene00006604,tra-1,Y47D3A.6,Live,protein_coding_gene,0.340411273,5.024010748,0.024443891,0.134286691
WBGene00009361,,F33E2.5,Live,protein_coding_gene,0.460933496,2.322928486,0.024495214,0.134465489
WBGene00020242,phat-5,T05B4.11,Live,protein_coding_gene,-0.907276553,5.241998319,0.024493497,0.134465489
WBGene00010686,,K08F9.3,Live,protein_coding_gene,-0.94580761,2.719295728,0.024509806,0.134483939
WBGene00022153,,Y71G12B.13,Live,protein_coding_gene,-0.255536431,4.742558444,0.024517355,0.134483939
WBGene00006948,wrt-2,F52E4.6,Live,protein_coding_gene,-1.294940781,5.481524336,0.024552595,0.134574155
WBGene00007328,pho-10,C05C10.1,Live,protein_coding_gene,-1.069188814,-0.566622656,0.024549355,0.134574155
WBGene00012945,,Y47H9A.1,Live,protein_coding_gene,0.324010257,3.658087217,0.024646026,0.135034575
WBGene00001429,fkb-4,ZC455.10,Live,protein_coding_gene,-0.391753982,3.30801294,0.024676872,0.135151879
WBGene00002249,lap-1,ZK353.6,Live,protein_coding_gene,0.207333084,6.302974089,0.024702572,0.135189236
WBGene00003018,lin-32,T14F9.5,Live,protein_coding_gene,-0.900640858,0.74165443,0.024697607,0.135189236
WBGene00003656,nhr-66,T09A12.4,Live,protein_coding_gene,-0.262748864,6.319168064,0.024717098,0.135217068
WBGene00011323,mut-15,T01C3.8,Live,protein_coding_gene,-0.226100654,4.949186103,0.024914235,0.136243478
WBGene00001328,epi-1,K08C7.3,Live,protein_coding_gene,0.297354775,9.160243769,0.024939712,0.136278732
WBGene00004135,pqn-48,K07D4.8,Live,protein_coding_gene,0.263836802,6.102968439,0.024937055,0.136278732
WBGene00006965,xtr-1,F54F7.4,Live,protein_coding_gene,-0.444710389,3.412052964,0.02495,0.136282951
WBGene00000747,col-174,F46C8.2,Live,protein_coding_gene,-0.68270482,2.934688172,0.024964958,0.136312667
WBGene00017583,,F19B10.1,Live,protein_coding_gene,0.313239851,3.791276798,0.025007094,0.136490699
WBGene00000437,ceh-13,R13A5.5,Live,protein_coding_gene,0.24401443,5.169250137,0.02510185,0.136824777
WBGene00001760,gst-12,F37B1.2,Live,protein_coding_gene,-0.723534869,2.886230349,0.025108278,0.136824777
WBGene00009666,slc-25A42,F43G9.3,Live,protein_coding_gene,0.259171885,5.936689828,0.025091414,0.136824777
WBGene00015590,bath-15,C08C3.2,Live,protein_coding_gene,0.512869222,1.427473937,0.025084736,0.136824777
WBGene00019606,clec-88,K10B2.3,Live,protein_coding_gene,-1.052941274,2.539638497,0.025116069,0.136824777
WBGene00013470,clec-243,Y68A4B.1,Live,protein_coding_gene,-0.977933655,-0.139845095,0.025155957,0.136989966
WBGene00017394,cal-8,F12A10.5,Live,protein_coding_gene,-0.532924439,1.380396602,0.02518958,0.137106553
WBGene00018411,,F44B9.10,Live,protein_coding_gene,0.437441346,1.63568931,0.025196512,0.137106553
WBGene00008317,,C54G4.7,Live,protein_coding_gene,0.281799647,5.64247687,0.025278097,0.137498253
WBGene00001453,flp-10,T06C10.4,Live,protein_coding_gene,0.270557536,4.170364132,0.025345435,0.137781912
WBGene00044120,,C36B1.13,Live,protein_coding_gene,0.402801304,2.737811013,0.025349486,0.137781912
WBGene00011468,,T05C12.4,Live,protein_coding_gene,-1.024846946,1.60508684,0.025387298,0.137935086
WBGene00004230,ptr-16,T21H3.2,Live,protein_coding_gene,-0.780784816,5.279377279,0.025438858,0.138162808
WBGene00022488,orc-3,Y119D3B.11,Live,protein_coding_gene,0.50447259,2.432774077,0.025468904,0.138273555
WBGene00010519,,K03A11.1,Live,protein_coding_gene,-1.046866097,-0.10572847,0.025508442,0.138383297
WBGene00044092,srbc-71,F30B5.8,Live,protein_coding_gene,0.905690335,-0.008688009,0.025502369,0.138383297
WBGene00000237,bam-2,Y71F9AR.1,Live,protein_coding_gene,-0.219827058,6.329548174,0.025541854,0.138407277
WBGene00019006,spg-20,F57B10.9,Live,protein_coding_gene,-0.373017898,4.463005942,0.025538345,0.138407277
WBGene00044553,,T23B12.11,Live,protein_coding_gene,0.27856799,4.640923496,0.025524589,0.138407277
WBGene00021855,,Y54F10AR.2,Live,protein_coding_gene,0.278852852,4.209866011,0.025578282,0.138552252
WBGene00000177,aqp-9,K07A1.16,Live,protein_coding_gene,0.358969971,3.102770197,0.025588557,0.138555504
WBGene00021562,nuo-5,Y45G12B.1,Live,protein_coding_gene,0.203851658,8.157849796,0.025617761,0.138661215
WBGene00019941,pgam-5,R07G3.5,Live,protein_coding_gene,-0.188629191,5.824050308,0.025641115,0.138732222
WBGene00020604,,T20B12.7,Live,protein_coding_gene,-0.183637614,7.230436711,0.025650253,0.138732222
WBGene00000135,amt-3,M195.3,Live,protein_coding_gene,0.255096365,4.299866867,0.025700487,0.138951442
WBGene00020038,,R12E2.13,Live,protein_coding_gene,-0.23357078,5.665626916,0.025714225,0.138973254
WBGene00009401,,F35C11.2,Live,protein_coding_gene,-0.763058028,0.995472908,0.025799004,0.139326296
WBGene00015495,,C05E11.6,Live,protein_coding_gene,-0.370658262,3.500572689,0.02579714,0.139326296
WBGene00017033,nekl-4,D1044.8,Live,protein_coding_gene,0.250670838,4.314146752,0.025824592,0.139411914
WBGene00000517,cki-2,T05A6.2,Live,protein_coding_gene,-0.25683589,4.170869646,0.025914183,0.139842854
WBGene00022403,,Y97E10B.1,Live,protein_coding_gene,-1.331957235,-0.592539574,0.025924578,0.139846254
WBGene00004178,prg-1,D2030.6,Live,protein_coding_gene,0.322976024,5.238111749,0.02596115,0.139918587
WBGene00004786,sex-1,F44A6.2,Live,protein_coding_gene,0.335350731,3.953507921,0.025959788,0.139918587
WBGene00022412,,Y102A11A.2,Live,protein_coding_gene,-0.261849324,4.632669311,0.025967295,0.139918587
WBGene00004768,sel-11,F55A11.3,Live,protein_coding_gene,-0.204106052,6.197293814,0.026000277,0.139990965
WBGene00020699,,T22F3.10,Live,protein_coding_gene,0.489989638,3.859576859,0.025997909,0.139990965
WBGene00017717,,F22F4.4,Live,protein_coding_gene,0.428920744,3.117840525,0.026119196,0.140578402
WBGene00016011,,C23G10.2,Live,protein_coding_gene,0.249964889,5.311587831,0.026154619,0.14066333
WBGene00020906,,T28H11.8,Live,protein_coding_gene,0.389514553,3.30485687,0.026150694,0.14066333
WBGene00015673,,C10E2.2,Live,protein_coding_gene,0.316296657,2.893127252,0.026170174,0.140694154
WBGene00003865,oma-2,ZC513.6,Live,protein_coding_gene,-0.802008654,2.117346289,0.026182198,0.140705979
WBGene00007138,,B0285.6,Live,protein_coding_gene,0.375310871,2.249265089,0.026195277,0.140723465
WBGene00000783,cpr-3,T10H4.12,Live,protein_coding_gene,0.382843514,3.709579378,0.026248775,0.14095799
WBGene00002256,lbp-4,ZK742.5,Live,protein_coding_gene,-0.299008281,3.873754785,0.026282075,0.141031052
WBGene00009885,,F49E2.1,Live,protein_coding_gene,0.369465543,2.683741978,0.026275473,0.141031052
WBGene00010186,nhr-283,F57A10.6,Live,protein_coding_gene,-0.555622468,1.048332099,0.026300519,0.141077165
WBGene00020631,,T20F7.3,Live,protein_coding_gene,-0.603336011,0.534830987,0.026478884,0.141980746
WBGene00010966,nduo-3,MTCE.34,Live,protein_coding_gene,-0.364619269,5.926331622,0.026505796,0.142071862
WBGene00303233,,D1014.13,Live,protein_coding_gene,-0.859360721,-0.106553979,0.026550152,0.142256368
WBGene00008353,,D1025.1,Live,protein_coding_gene,0.260626242,4.36846014,0.026622745,0.142591982
WBGene00015946,,C18A3.10,Live,protein_coding_gene,0.46823819,1.643232302,0.0266391,0.14262624
WBGene00013688,riok-2,Y105E8B.3,Live,protein_coding_gene,0.192186128,7.089269551,0.026674857,0.142764315
WBGene00006567,tgt-2,Y39B6A.35,Live,protein_coding_gene,0.240899437,4.71855126,0.02677968,0.143218289
WBGene00009820,,F47B10.9,Live,protein_coding_gene,-0.57977427,2.367865244,0.026772726,0.143218289
WBGene00008239,fshr-1,C50H2.1,Live,protein_coding_gene,-0.257266862,5.804926951,0.026867231,0.14363288
WBGene00017485,,F15E6.4,Live,protein_coding_gene,-2.707489817,1.159879763,0.026912058,0.1437652
WBGene00019320,,K02E10.6,Live,protein_coding_gene,-0.573967036,1.46642171,0.026908293,0.1437652
WBGene00006941,wnk-1,C46C2.1,Live,protein_coding_gene,0.22035462,8.576541137,0.026957268,0.143953017
WBGene00001392,far-8,K02F3.3,Live,protein_coding_gene,0.269761573,7.157899701,0.026989947,0.144073808
WBGene00009468,,F36D1.9,Live,protein_coding_gene,0.876928488,-0.066298562,0.027136338,0.144801281
WBGene00010047,,F54D1.6,Live,protein_coding_gene,-0.323332469,7.939962052,0.027155045,0.144847136
WBGene00009432,cld-9,F35E12.8,Live,protein_coding_gene,-0.452307802,2.964741487,0.027223339,0.145157358
WBGene00004173,pqn-94,ZC15.8,Live,protein_coding_gene,-0.269299076,6.268541575,0.027315371,0.145591027
WBGene00020867,shc-2,T27F7.2,Live,protein_coding_gene,0.285168325,3.916045671,0.027325002,0.145591027
WBGene00003724,nhr-134,F44C8.2,Live,protein_coding_gene,0.252590344,4.344526697,0.027352017,0.145680767
WBGene00013762,,Y113G7B.12,Live,protein_coding_gene,-0.514046749,3.749153482,0.027383251,0.145785156
WBGene00044770,,C53C11.5,Live,protein_coding_gene,-0.313075484,3.419708879,0.027391974,0.145785156
WBGene00012117,,T28B11.1,Live,protein_coding_gene,0.223480222,8.919136934,0.027420521,0.145882877
WBGene00005607,srj-19,Y45G12C.14,Live,protein_coding_gene,0.763806949,-0.089690551,0.027436126,0.145897678
WBGene00019438,cyp-25A6,K06B9.1,Live,protein_coding_gene,-0.614294804,0.847929508,0.027443677,0.145897678
WBGene00011416,,T04A11.1,Live,protein_coding_gene,-0.307316879,4.28291234,0.027511034,0.146201497
WBGene00004410,rla-2,Y62E10A.1,Live,protein_coding_gene,0.247245198,7.922715063,0.027537852,0.146235489
WBGene00010351,cbd-1,H02I12.1,Live,protein_coding_gene,-0.501252851,3.61104624,0.027528261,0.146235489
WBGene00020347,ech-1.2,T08B2.7,Live,protein_coding_gene,-0.214643126,8.165556373,0.027551544,0.14625397
WBGene00003599,nhl-3,W04H10.3,Live,protein_coding_gene,0.213882199,5.830897701,0.027578868,0.146316684
WBGene00010136,,F55H12.5,Live,protein_coding_gene,0.613372659,0.724942488,0.02758379,0.146316684
WBGene00017786,,F25E5.5,Live,protein_coding_gene,0.244789693,4.633704002,0.02760212,0.146359705
WBGene00000753,col-180,C44C10.1,Live,protein_coding_gene,-0.573201683,5.769736817,0.02764592,0.146433511
WBGene00017436,,F13H8.3,Live,protein_coding_gene,0.553958304,2.133305756,0.02762946,0.146433511
WBGene00020316,brc-2,T07E3.5,Live,protein_coding_gene,-0.405104424,2.604758223,0.027646712,0.146433511
WBGene00018172,,F38B6.2,Live,protein_coding_gene,-1.116014818,1.836953793,0.027662239,0.146461583
WBGene00012867,seld-1,Y45F10A.4,Live,protein_coding_gene,-0.290059118,3.656614637,0.027693473,0.14657277
WBGene00006008,srx-117,C14C11.5,Live,protein_coding_gene,-0.675892494,0.920870726,0.027771166,0.146712886
WBGene00012782,,Y43C5A.2,Live,protein_coding_gene,-0.248161788,6.417366571,0.027768458,0.146712886
WBGene00013166,,Y53F4B.20,Live,protein_coding_gene,0.47279757,2.069227491,0.027741005,0.146712886
WBGene00017645,,F20D12.7,Live,protein_coding_gene,-0.929071788,0.006997312,0.02776279,0.146712886
WBGene00022669,,ZK177.1,Live,protein_coding_gene,-1.334007336,-0.099828573,0.027745993,0.146712886
WBGene00006865,slcf-2,ZK563.1,Live,protein_coding_gene,0.275629548,3.601348788,0.027798443,0.146802839
WBGene00022732,,ZK418.2,Live,protein_coding_gene,-0.906418866,-0.022814711,0.027810127,0.146810409
WBGene00020436,,T12A2.1,Live,protein_coding_gene,0.480917854,2.187742807,0.02782913,0.14682988
WBGene00022634,,ZC581.7,Live,protein_coding_gene,0.573966248,1.279583039,0.027834319,0.14682988
WBGene00004269,rab-6.1,F59B2.7,Live,protein_coding_gene,-0.265607762,3.869237611,0.027912183,0.147004358
